dungeon_type,关卡ID,层数,章节ID,结构ID,数数通过场景数,对应房间段,房间池ID,候选房间Prefab ID,权重,完成规则,开启关卡指引,房间类型,特殊内容,source,verification_status
1,10519,144,5,10519,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=439,USER_APPROVED
1,10519,144,5,10519,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=440,USER_APPROVED
1,10519,144,5,10519,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=441,USER_APPROVED
1,10520,145,5,10520,1,第1房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=442,USER_APPROVED
1,10520,145,5,10520,2,第2房,101306,1012201~1012202~1012203~1012204~1012205,100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=443,USER_APPROVED
1,10520,145,5,10520,3,第3房,101505,1012501,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=444,USER_APPROVED
1,10521,146,5,10521,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=445,USER_APPROVED
1,10521,146,5,10521,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=446,USER_APPROVED
1,10521,146,5,10521,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=447,USER_APPROVED
1,10522,147,5,10522,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=448,USER_APPROVED
1,10522,147,5,10522,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=449,USER_APPROVED
1,10522,147,5,10522,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=450,USER_APPROVED
1,10523,148,5,10523,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=451,USER_APPROVED
1,10523,148,5,10523,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=452,USER_APPROVED
1,10523,148,5,10523,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=453,USER_APPROVED
1,10524,149,5,10524,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=454,USER_APPROVED
1,10524,149,5,10524,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=455,USER_APPROVED
1,10524,149,5,10524,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=456,USER_APPROVED
1,10525,150,5,10525,1,第1房,102301,1020200~1020201~1020202~1020203~1020204~1020205,100~100~100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=457,USER_APPROVED
1,10525,150,5,10525,2,第2房,102401,1020300~1020301~1020302~1020303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=458,USER_APPROVED
1,10525,150,5,10525,3,第3房,102501,1020501~1020502,100~100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=459,USER_APPROVED
1,10526,151,5,10526,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=460,USER_APPROVED
1,10526,151,5,10526,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=461,USER_APPROVED
1,10526,151,5,10526,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=462,USER_APPROVED
1,10527,152,5,10527,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=463,USER_APPROVED
1,10527,152,5,10527,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=464,USER_APPROVED
1,10527,152,5,10527,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=465,USER_APPROVED
1,10528,153,5,10528,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=466,USER_APPROVED
1,10528,153,5,10528,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=467,USER_APPROVED
1,10528,153,5,10528,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=468,USER_APPROVED
1,10529,154,5,10529,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=469,USER_APPROVED
1,10529,154,5,10529,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=470,USER_APPROVED
1,10529,154,5,10529,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=471,USER_APPROVED
1,10530,155,5,10530,1,第1房,102402,1021300~1021301~1021302~1021303,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=472,USER_APPROVED
1,10530,155,5,10530,2,第2房,102302,1021201~1021202~1021203~1021204,100~100~100~100,1,1,战斗房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=473,USER_APPROVED
1,10530,155,5,10530,3,第3房,102502,1021500,100,3,0,Boss房,,小秘境10101-10530_数数通过场景数映射表.xlsx|映射表|row=474,USER_APPROVED
